Nome;Partido;UF;Tipo_de_Despesa;Valor;Gastos;
TIAGO DIMAS;SOLIDARIEDADE;TO;COMBUSTÍVEIS E LUBRIFICANTES.;14849;14849;
TIAGO DIMAS;SOLIDARIEDADE;TO;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;9410;9410;
TIAGO DIMAS;SOLIDARIEDADE;TO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;5304;5304;
TIAGO DIMAS;SOLIDARIEDADE;TO;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;3599;3599;
TIAGO DIMAS;SOLIDARIEDADE;TO;TELEFONIA;3353;3353;
TIAGO DIMAS;SOLIDARIEDADE;TO;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;2244;2244;
TIAGO DIMAS;SOLIDARIEDADE;TO;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;1360;1360;
TIAGO DIMAS;SOLIDARIEDADE;TO;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;903;903;
TIAGO DIMAS;SOLIDARIEDADE;TO;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;365;365;
TIAGO DIMAS;SOLIDARIEDADE;TO;SERVIÇOS POSTAIS;306;306;
TIAGO DIMAS;SOLIDARIEDADE;TO;Total;118736;0;
VITOR LIPPI;PSDB;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;47961;47961;
VITOR LIPPI;PSDB;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;27540;27540;
VITOR LIPPI;PSDB;SP;EMISSÃO BILHETE AÉREO;16172;16172;
VITOR LIPPI;PSDB;SP;COMBUSTÍVEIS E LUBRIFICANTES.;12708;12708;
VITOR LIPPI;PSDB;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;7115;7115;
VITOR LIPPI;PSDB;SP;TELEFONIA;3276;3276;
VITOR LIPPI;PSDB;SP;SERVIÇOS POSTAIS;1863;1863;
VITOR LIPPI;PSDB;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1738;1738;
VITOR LIPPI;PSDB;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;358;358;
VITOR LIPPI;PSDB;SP;Total;118731;0;
CRISTIANO VALE;PL;PA;EMISSÃO BILHETE AÉREO;41475;41475;
CRISTIANO VALE;PL;PA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;41270;41270;
CRISTIANO VALE;PL;PA;COMBUSTÍVEIS E LUBRIFICANTES.;18000;18000;
CRISTIANO VALE;PL;PA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;13885;13885;
CRISTIANO VALE;PL;PA;SERVIÇOS POSTAIS;2923;2923;
CRISTIANO VALE;PL;PA;PASSAGENS AÉREAS;470;470;
CRISTIANO VALE;PL;PA;TELEFONIA;464;464;
CRISTIANO VALE;PL;PA;Total;118488;0;
ALEXANDRE PADILHA;PT;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;72855;72855;
ALEXANDRE PADILHA;PT;SP;EMISSÃO BILHETE AÉREO;29870;29870;
ALEXANDRE PADILHA;PT;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;5031;5031;
ALEXANDRE PADILHA;PT;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;2945;2945;
ALEXANDRE PADILHA;PT;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;2203;2203;
ALEXANDRE PADILHA;PT;SP;COMBUSTÍVEIS E LUBRIFICANTES.;2144;2144;
ALEXANDRE PADILHA;PT;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1178;1178;
ALEXANDRE PADILHA;PT;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1173;1173;
ALEXANDRE PADILHA;PT;SP;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;359;359;
ALEXANDRE PADILHA;PT;SP;SERVIÇOS POSTAIS;65;65;
ALEXANDRE PADILHA;PT;SP;TELEFONIA;48;48;
ALEXANDRE PADILHA;PT;SP;Total;117871;0;
TITO;AVANTE;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;35200;35200;
TITO;AVANTE;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;31158;31158;
TITO;AVANTE;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;30000;30000;
TITO;AVANTE;BA;COMBUSTÍVEIS E LUBRIFICANTES.;16209;16209;
TITO;AVANTE;BA;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;1829;1829;
TITO;AVANTE;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1561;1561;
TITO;AVANTE;BA;EMISSÃO BILHETE AÉREO;1274;1274;
TITO;AVANTE;BA;SERVIÇOS POSTAIS;496;496;
TITO;AVANTE;BA;TELEFONIA;110;110;
TITO;AVANTE;BA;Total;117837;0;
CARLOS VERAS;PT;PE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;29750;29750;
CARLOS VERAS;PT;PE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;20566;20566;
CARLOS VERAS;PT;PE;PASSAGENS AÉREAS;15144;15144;
CARLOS VERAS;PT;PE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;14726;14726;
CARLOS VERAS;PT;PE;COMBUSTÍVEIS E LUBRIFICANTES.;12506;12506;
CARLOS VERAS;PT;PE;EMISSÃO BILHETE AÉREO;10038;10038;
CARLOS VERAS;PT;PE;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;3961;3961;
CARLOS VERAS;PT;PE;PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR;2300;2300;
CARLOS VERAS;PT;PE;TELEFONIA;1883;1883;
CARLOS VERAS;PT;PE;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1808;1808;
CARLOS VERAS;PT;PE;ASSINATURA DE PUBLICAÇÕES;1799;1799;
CARLOS VERAS;PT;PE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;1750;1750;
CARLOS VERAS;PT;PE;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;1000;1000;
CARLOS VERAS;PT;PE;SERVIÇOS POSTAIS;259;259;
CARLOS VERAS;PT;PE;Total;117490;0;
HELDER SALOMÃO;PT;ES;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;27540;27540;
HELDER SALOMÃO;PT;ES;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;24000;24000;
HELDER SALOMÃO;PT;ES;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;16264;16264;
HELDER SALOMÃO;PT;ES;PASSAGENS AÉREAS;15906;15906;
HELDER SALOMÃO;PT;ES;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;13007;13007;
HELDER SALOMÃO;PT;ES;COMBUSTÍVEIS E LUBRIFICANTES.;8741;8741;
HELDER SALOMÃO;PT;ES;TELEFONIA;6095;6095;
HELDER SALOMÃO;PT;ES;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2433;2433;
HELDER SALOMÃO;PT;ES;SERVIÇOS POSTAIS;1652;1652;
HELDER SALOMÃO;PT;ES;ASSINATURA DE PUBLICAÇÕES;1096;1096;
HELDER SALOMÃO;PT;ES;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;719;719;
HELDER SALOMÃO;PT;ES;Total;117454;0;
AUREO RIBEIRO;SOLIDARIEDADE;RJ;EMISSÃO BILHETE AÉREO;69455;69455;
AUREO RIBEIRO;SOLIDARIEDADE;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;30000;30000;
AUREO RIBEIRO;SOLIDARIEDADE;RJ;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;14000;14000;
AUREO RIBEIRO;SOLIDARIEDADE;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;2605;2605;
AUREO RIBEIRO;SOLIDARIEDADE;RJ;TELEFONIA;539;539;
AUREO RIBEIRO;SOLIDARIEDADE;RJ;SERVIÇOS POSTAIS;463;463;
AUREO RIBEIRO;SOLIDARIEDADE;RJ;Total;117061;0;
CAPITÃO FÁBIO ABREU;PL;PI;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;42990;42990;
CAPITÃO FÁBIO ABREU;PL;PI;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;34279;34279;
CAPITÃO FÁBIO ABREU;PL;PI;EMISSÃO BILHETE AÉREO;24139;24139;
CAPITÃO FÁBIO ABREU;PL;PI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;7989;7989;
CAPITÃO FÁBIO ABREU;PL;PI;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;5000;5000;
CAPITÃO FÁBIO ABREU;PL;PI;COMBUSTÍVEIS E LUBRIFICANTES.;2276;2276;
CAPITÃO FÁBIO ABREU;PL;PI;TELEFONIA;86;86;
CAPITÃO FÁBIO ABREU;PL;PI;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;59;59;
CAPITÃO FÁBIO ABREU;PL;PI;Total;116818;0;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;48000;48000;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;EMISSÃO BILHETE AÉREO;22593;22593;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;COMBUSTÍVEIS E LUBRIFICANTES.;14200;14200;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;12638;12638;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;4965;4965;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;3696;3696;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;TELEFONIA;3623;3623;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;2826;2826;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2093;2093;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;SERVIÇOS POSTAIS;1327;1327;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;369;369;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;102;102;
ROGÉRIO PENINHA MENDONÇA;MDB;SC;Total;116431;0;
PAULO GUEDES;PT;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;45040;45040;
PAULO GUEDES;PT;MG;EMISSÃO BILHETE AÉREO;27997;27997;
PAULO GUEDES;PT;MG;COMBUSTÍVEIS E LUBRIFICANTES.;15975;15975;
PAULO GUEDES;PT;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;10111;10111;
PAULO GUEDES;PT;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;7750;7750;
PAULO GUEDES;PT;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;2787;2787;
PAULO GUEDES;PT;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2047;2047;
PAULO GUEDES;PT;MG;TELEFONIA;2046;2046;
PAULO GUEDES;PT;MG;PASSAGENS AÉREAS;1924;1924;
PAULO GUEDES;PT;MG;SERVIÇOS POSTAIS;536;536;
PAULO GUEDES;PT;MG;Total;116213;0;
GENINHO ZULIANI;DEM;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;28000;28000;
GENINHO ZULIANI;DEM;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;24630;24630;
GENINHO ZULIANI;DEM;SP;EMISSÃO BILHETE AÉREO;22952;22952;
GENINHO ZULIANI;DEM;SP;COMBUSTÍVEIS E LUBRIFICANTES.;16181;16181;
GENINHO ZULIANI;DEM;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;15000;15000;
GENINHO ZULIANI;DEM;SP;TELEFONIA;3373;3373;
GENINHO ZULIANI;DEM;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;2876;2876;
GENINHO ZULIANI;DEM;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1353;1353;
GENINHO ZULIANI;DEM;SP;SERVIÇOS POSTAIS;800;800;
GENINHO ZULIANI;DEM;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;493;493;
GENINHO ZULIANI;DEM;SP;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;470;470;
GENINHO ZULIANI;DEM;SP;Total;116127;0;
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;EMISSÃO BILHETE AÉREO;103660;103660;
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;TELEFONIA;5539;5539;
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;COMBUSTÍVEIS E LUBRIFICANTES.;3365;3365;
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;SERVIÇOS POSTAIS;1982;1982;
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;227;227;
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;50;50;
PAULO PEREIRA DA SILVA;SOLIDARIEDADE;SP;Total;114822;0;
ROBERTO PESSOA;PSDB;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;36615;36615;
ROBERTO PESSOA;PSDB;CE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;35000;35000;
ROBERTO PESSOA;PSDB;CE;EMISSÃO BILHETE AÉREO;16537;16537;
ROBERTO PESSOA;PSDB;CE;COMBUSTÍVEIS E LUBRIFICANTES.;10542;10542;
ROBERTO PESSOA;PSDB;CE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;7800;7800;
ROBERTO PESSOA;PSDB;CE;PASSAGENS AÉREAS;3902;3902;
ROBERTO PESSOA;PSDB;CE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1839;1839;
ROBERTO PESSOA;PSDB;CE;ASSINATURA DE PUBLICAÇÕES;1175;1175;
ROBERTO PESSOA;PSDB;CE;SERVIÇOS POSTAIS;621;621;
ROBERTO PESSOA;PSDB;CE;TELEFONIA;131;131;
ROBERTO PESSOA;PSDB;CE;Total;114161;0;
MARINA SANTOS;SOLIDARIEDADE;PI;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;63200;63200;
MARINA SANTOS;SOLIDARIEDADE;PI;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;37700;37700;
MARINA SANTOS;SOLIDARIEDADE;PI;COMBUSTÍVEIS E LUBRIFICANTES.;8788;8788;
MARINA SANTOS;SOLIDARIEDADE;PI;EMISSÃO BILHETE AÉREO;3958;3958;
MARINA SANTOS;SOLIDARIEDADE;PI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;299;299;
MARINA SANTOS;SOLIDARIEDADE;PI;TELEFONIA;27;27;
MARINA SANTOS;SOLIDARIEDADE;PI;Total;113972;0;
REGINALDO LOPES;PT;MG;EMISSÃO BILHETE AÉREO;47930;47930;
REGINALDO LOPES;PT;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;33670;33670;
REGINALDO LOPES;PT;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;13500;13500;
REGINALDO LOPES;PT;MG;COMBUSTÍVEIS E LUBRIFICANTES.;12133;12133;
REGINALDO LOPES;PT;MG;SERVIÇOS POSTAIS;2122;2122;
REGINALDO LOPES;PT;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1687;1687;
REGINALDO LOPES;PT;MG;TELEFONIA;1651;1651;
REGINALDO LOPES;PT;MG;PASSAGENS AÉREAS;934;934;
REGINALDO LOPES;PT;MG;Total;113627;0;
PROFESSORA ROSA NEIDE;PT;MT;EMISSÃO BILHETE AÉREO;28786;28786;
PROFESSORA ROSA NEIDE;PT;MT;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;24715;24715;
PROFESSORA ROSA NEIDE;PT;MT;COMBUSTÍVEIS E LUBRIFICANTES.;18082;18082;
PROFESSORA ROSA NEIDE;PT;MT;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;16438;16438;
PROFESSORA ROSA NEIDE;PT;MT;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;9040;9040;
PROFESSORA ROSA NEIDE;PT;MT;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;6725;6725;
PROFESSORA ROSA NEIDE;PT;MT;PASSAGENS AÉREAS;3014;3014;
PROFESSORA ROSA NEIDE;PT;MT;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;2694;2694;
PROFESSORA ROSA NEIDE;PT;MT;TELEFONIA;2625;2625;
PROFESSORA ROSA NEIDE;PT;MT;SERVIÇOS POSTAIS;1139;1139;
PROFESSORA ROSA NEIDE;PT;MT;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;333;333;
PROFESSORA ROSA NEIDE;PT;MT;Total;113590;0;
RAUL HENRY;MDB;PE;EMISSÃO BILHETE AÉREO;50131;50131;
RAUL HENRY;MDB;PE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;22939;22939;
RAUL HENRY;MDB;PE;COMBUSTÍVEIS E LUBRIFICANTES.;13859;13859;
RAUL HENRY;MDB;PE;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;5957;5957;
RAUL HENRY;MDB;PE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;5236;5236;
RAUL HENRY;MDB;PE;ASSINATURA DE PUBLICAÇÕES;4422;4422;
RAUL HENRY;MDB;PE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;3500;3500;
RAUL HENRY;MDB;PE;PASSAGENS AÉREAS;3024;3024;
RAUL HENRY;MDB;PE;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1879;1879;
RAUL HENRY;MDB;PE;SERVIÇOS POSTAIS;1678;1678;
RAUL HENRY;MDB;PE;TELEFONIA;885;885;
RAUL HENRY;MDB;PE;Total;113508;0;
TEREZA NELMA;PSDB;AL;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;28727;28727;
TEREZA NELMA;PSDB;AL;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;26200;26200;
TEREZA NELMA;PSDB;AL;COMBUSTÍVEIS E LUBRIFICANTES.;15582;15582;
TEREZA NELMA;PSDB;AL;EMISSÃO BILHETE AÉREO;13785;13785;
TEREZA NELMA;PSDB;AL;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;12300;12300;
TEREZA NELMA;PSDB;AL;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;10700;10700;
TEREZA NELMA;PSDB;AL;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;2750;2750;
TEREZA NELMA;PSDB;AL;PASSAGENS AÉREAS;1277;1277;
TEREZA NELMA;PSDB;AL;TELEFONIA;804;804;
TEREZA NELMA;PSDB;AL;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;616;616;
TEREZA NELMA;PSDB;AL;SERVIÇOS POSTAIS;428;428;
TEREZA NELMA;PSDB;AL;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;133;133;
TEREZA NELMA;PSDB;AL;Total;113303;0;
ABÍLIO SANTANA;PL;BA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;27507;27507;
ABÍLIO SANTANA;PL;BA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;24000;24000;
ABÍLIO SANTANA;PL;BA;EMISSÃO BILHETE AÉREO;20264;20264;
ABÍLIO SANTANA;PL;BA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;20000;20000;
ABÍLIO SANTANA;PL;BA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;7321;7321;
ABÍLIO SANTANA;PL;BA;COMBUSTÍVEIS E LUBRIFICANTES.;5719;5719;
ABÍLIO SANTANA;PL;BA;PASSAGENS AÉREAS;4993;4993;
ABÍLIO SANTANA;PL;BA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1686;1686;
ABÍLIO SANTANA;PL;BA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;746;746;
ABÍLIO SANTANA;PL;BA;SERVIÇOS POSTAIS;513;513;
ABÍLIO SANTANA;PL;BA;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;347;347;
ABÍLIO SANTANA;PL;BA;TELEFONIA;76;76;
ABÍLIO SANTANA;PL;BA;Total;113172;0;
ARNALDO JARDIM;CIDADANIA;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;47648;47648;
ARNALDO JARDIM;CIDADANIA;SP;EMISSÃO BILHETE AÉREO;33181;33181;
ARNALDO JARDIM;CIDADANIA;SP;COMBUSTÍVEIS E LUBRIFICANTES.;11340;11340;
ARNALDO JARDIM;CIDADANIA;SP;TELEFONIA;5614;5614;
ARNALDO JARDIM;CIDADANIA;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;5209;5209;
ARNALDO JARDIM;CIDADANIA;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;4055;4055;
ARNALDO JARDIM;CIDADANIA;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;3950;3950;
ARNALDO JARDIM;CIDADANIA;SP;SERVIÇOS POSTAIS;1778;1778;
ARNALDO JARDIM;CIDADANIA;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;227;227;
ARNALDO JARDIM;CIDADANIA;SP;Total;113002;0;
TALÍRIA PETRONE;PSOL;RJ;EMISSÃO BILHETE AÉREO;42865;42865;
TALÍRIA PETRONE;PSOL;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;34490;34490;
TALÍRIA PETRONE;PSOL;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;28050;28050;
TALÍRIA PETRONE;PSOL;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;2654;2654;
TALÍRIA PETRONE;PSOL;RJ;PASSAGENS AÉREAS;2080;2080;
TALÍRIA PETRONE;PSOL;RJ;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;2000;2000;
TALÍRIA PETRONE;PSOL;RJ;SERVIÇOS POSTAIS;578;578;
TALÍRIA PETRONE;PSOL;RJ;TELEFONIA;61;61;
TALÍRIA PETRONE;PSOL;RJ;Total;112778;0;
PEDRO WESTPHALEN;PP;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;30030;30030;
PEDRO WESTPHALEN;PP;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;23300;23300;
PEDRO WESTPHALEN;PP;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;23129;23129;
PEDRO WESTPHALEN;PP;RS;EMISSÃO BILHETE AÉREO;15926;15926;
PEDRO WESTPHALEN;PP;RS;COMBUSTÍVEIS E LUBRIFICANTES.;12103;12103;
PEDRO WESTPHALEN;PP;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2728;2728;
PEDRO WESTPHALEN;PP;RS;TELEFONIA;2177;2177;
PEDRO WESTPHALEN;PP;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1759;1759;
PEDRO WESTPHALEN;PP;RS;PASSAGENS AÉREAS;780;780;
PEDRO WESTPHALEN;PP;RS;SERVIÇOS POSTAIS;744;744;
PEDRO WESTPHALEN;PP;RS;Total;112676;0;
LAERCIO OLIVEIRA;PP;SE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;37350;37350;
LAERCIO OLIVEIRA;PP;SE;EMISSÃO BILHETE AÉREO;35164;35164;
LAERCIO OLIVEIRA;PP;SE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;19620;19620;
LAERCIO OLIVEIRA;PP;SE;TELEFONIA;7082;7082;
LAERCIO OLIVEIRA;PP;SE;COMBUSTÍVEIS E LUBRIFICANTES.;5018;5018;
LAERCIO OLIVEIRA;PP;SE;SERVIÇOS POSTAIS;3171;3171;
LAERCIO OLIVEIRA;PP;SE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;2222;2222;
LAERCIO OLIVEIRA;PP;SE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;2070;2070;
LAERCIO OLIVEIRA;PP;SE;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;544;544;
LAERCIO OLIVEIRA;PP;SE;Total;112241;0;
MANUEL MARCOS;PRB;AC;EMISSÃO BILHETE AÉREO;32992;32992;
MANUEL MARCOS;PRB;AC;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;27564;27564;
MANUEL MARCOS;PRB;AC;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;24970;24970;
MANUEL MARCOS;PRB;AC;COMBUSTÍVEIS E LUBRIFICANTES.;12358;12358;
MANUEL MARCOS;PRB;AC;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;12000;12000;
MANUEL MARCOS;PRB;AC;PASSAGENS AÉREAS;959;959;
MANUEL MARCOS;PRB;AC;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;746;746;
MANUEL MARCOS;PRB;AC;TELEFONIA;263;263;
MANUEL MARCOS;PRB;AC;SERVIÇOS POSTAIS;39;39;
MANUEL MARCOS;PRB;AC;Total;111892;0;
