Nome;Partido;UF;Tipo_de_Despesa;Valor;Gastos;
CELSO RUSSOMANNO;PRB;SP;EMISSÃO BILHETE AÉREO;76418;76418;
CELSO RUSSOMANNO;PRB;SP;COMBUSTÍVEIS E LUBRIFICANTES.;20467;20467;
CELSO RUSSOMANNO;PRB;SP;TELEFONIA;14082;14082;
CELSO RUSSOMANNO;PRB;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;4804;4804;
CELSO RUSSOMANNO;PRB;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;3786;3786;
CELSO RUSSOMANNO;PRB;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;2000;2000;
CELSO RUSSOMANNO;PRB;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1799;1799;
CELSO RUSSOMANNO;PRB;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;1076;1076;
CELSO RUSSOMANNO;PRB;SP;SERVIÇOS POSTAIS;167;167;
CELSO RUSSOMANNO;PRB;SP;Total;124599;0;
SORAYA SANTOS;PL;RJ;EMISSÃO BILHETE AÉREO;62403;62403;
SORAYA SANTOS;PL;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;44000;44000;
SORAYA SANTOS;PL;RJ;TELEFONIA;10450;10450;
SORAYA SANTOS;PL;RJ;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1973;1973;
SORAYA SANTOS;PL;RJ;PASSAGENS AÉREAS;1875;1875;
SORAYA SANTOS;PL;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;1665;1665;
SORAYA SANTOS;PL;RJ;SERVIÇOS POSTAIS;1085;1085;
SORAYA SANTOS;PL;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;788;788;
SORAYA SANTOS;PL;RJ;Total;124240;0;
GELSON AZEVEDO;PL;RJ;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;34800;34800;
GELSON AZEVEDO;PL;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;34167;34167;
GELSON AZEVEDO;PL;RJ;EMISSÃO BILHETE AÉREO;30405;30405;
GELSON AZEVEDO;PL;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;11261;11261;
GELSON AZEVEDO;PL;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;7388;7388;
GELSON AZEVEDO;PL;RJ;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;2405;2405;
GELSON AZEVEDO;PL;RJ;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;1359;1359;
GELSON AZEVEDO;PL;RJ;PASSAGENS AÉREAS;1145;1145;
GELSON AZEVEDO;PL;RJ;TELEFONIA;971;971;
GELSON AZEVEDO;PL;RJ;SERVIÇOS POSTAIS;146;146;
GELSON AZEVEDO;PL;RJ;Total;124047;0;
PASTOR EURICO;PATRIOTA;PE;EMISSÃO BILHETE AÉREO;47817;47817;
PASTOR EURICO;PATRIOTA;PE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;42500;42500;
PASTOR EURICO;PATRIOTA;PE;COMBUSTÍVEIS E LUBRIFICANTES.;14497;14497;
PASTOR EURICO;PATRIOTA;PE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;5500;5500;
PASTOR EURICO;PATRIOTA;PE;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;4107;4107;
PASTOR EURICO;PATRIOTA;PE;TELEFONIA;3489;3489;
PASTOR EURICO;PATRIOTA;PE;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;3339;3339;
PASTOR EURICO;PATRIOTA;PE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;991;991;
PASTOR EURICO;PATRIOTA;PE;PASSAGENS AÉREAS;969;969;
PASTOR EURICO;PATRIOTA;PE;SERVIÇOS POSTAIS;309;309;
PASTOR EURICO;PATRIOTA;PE;Total;123518;0;
MOSES RODRIGUES;MDB;CE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;65000;65000;
MOSES RODRIGUES;MDB;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;24000;24000;
MOSES RODRIGUES;MDB;CE;EMISSÃO BILHETE AÉREO;21274;21274;
MOSES RODRIGUES;MDB;CE;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;5134;5134;
MOSES RODRIGUES;MDB;CE;COMBUSTÍVEIS E LUBRIFICANTES.;3281;3281;
MOSES RODRIGUES;MDB;CE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;1858;1858;
MOSES RODRIGUES;MDB;CE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;1393;1393;
MOSES RODRIGUES;MDB;CE;TELEFONIA;748;748;
MOSES RODRIGUES;MDB;CE;SERVIÇOS POSTAIS;546;546;
MOSES RODRIGUES;MDB;CE;Total;123235;0;
MARGARIDA SALOMÃO;PT;MG;EMISSÃO BILHETE AÉREO;38941;38941;
MARGARIDA SALOMÃO;PT;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;36229;36229;
MARGARIDA SALOMÃO;PT;MG;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;12000;12000;
MARGARIDA SALOMÃO;PT;MG;COMBUSTÍVEIS E LUBRIFICANTES.;10540;10540;
MARGARIDA SALOMÃO;PT;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;8739;8739;
MARGARIDA SALOMÃO;PT;MG;SERVIÇOS POSTAIS;5946;5946;
MARGARIDA SALOMÃO;PT;MG;TELEFONIA;5805;5805;
MARGARIDA SALOMÃO;PT;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;3281;3281;
MARGARIDA SALOMÃO;PT;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;496;496;
MARGARIDA SALOMÃO;PT;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;349;349;
MARGARIDA SALOMÃO;PT;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;348;348;
MARGARIDA SALOMÃO;PT;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;331;331;
MARGARIDA SALOMÃO;PT;MG;Total;123004;0;
DANIEL COELHO;CIDADANIA;PE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;50000;50000;
DANIEL COELHO;CIDADANIA;PE;EMISSÃO BILHETE AÉREO;34014;34014;
DANIEL COELHO;CIDADANIA;PE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;9676;9676;
DANIEL COELHO;CIDADANIA;PE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;8700;8700;
DANIEL COELHO;CIDADANIA;PE;TELEFONIA;7461;7461;
DANIEL COELHO;CIDADANIA;PE;COMBUSTÍVEIS E LUBRIFICANTES.;6088;6088;
DANIEL COELHO;CIDADANIA;PE;SERVIÇOS POSTAIS;4127;4127;
DANIEL COELHO;CIDADANIA;PE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;1800;1800;
DANIEL COELHO;CIDADANIA;PE;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1014;1014;
DANIEL COELHO;CIDADANIA;PE;ASSINATURA DE PUBLICAÇÕES;92;92;
DANIEL COELHO;CIDADANIA;PE;Total;122972;0;
GUILHERME DERRITE;PP;SP;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;52000;52000;
GUILHERME DERRITE;PP;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;35782;35782;
GUILHERME DERRITE;PP;SP;EMISSÃO BILHETE AÉREO;11599;11599;
GUILHERME DERRITE;PP;SP;COMBUSTÍVEIS E LUBRIFICANTES.;8400;8400;
GUILHERME DERRITE;PP;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;7857;7857;
GUILHERME DERRITE;PP;SP;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;3487;3487;
GUILHERME DERRITE;PP;SP;TELEFONIA;1054;1054;
GUILHERME DERRITE;PP;SP;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1001;1001;
GUILHERME DERRITE;PP;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;868;868;
GUILHERME DERRITE;PP;SP;PASSAGENS AÉREAS;591;591;
GUILHERME DERRITE;PP;SP;SERVIÇOS POSTAIS;307;307;
GUILHERME DERRITE;PP;SP;Total;122945;0;
ZECA DIRCEU;PT;PR;EMISSÃO BILHETE AÉREO;29884;29884;
ZECA DIRCEU;PT;PR;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;27303;27303;
ZECA DIRCEU;PT;PR;COMBUSTÍVEIS E LUBRIFICANTES.;19143;19143;
ZECA DIRCEU;PT;PR;TELEFONIA;12883;12883;
ZECA DIRCEU;PT;PR;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;10170;10170;
ZECA DIRCEU;PT;PR;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;9354;9354;
ZECA DIRCEU;PT;PR;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;7212;7212;
ZECA DIRCEU;PT;PR;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;5337;5337;
ZECA DIRCEU;PT;PR;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;900;900;
ZECA DIRCEU;PT;PR;SERVIÇOS POSTAIS;229;229;
ZECA DIRCEU;PT;PR;PASSAGENS AÉREAS;149;149;
ZECA DIRCEU;PT;PR;Total;122563;0;
PAULÃO;PT;AL;EMISSÃO BILHETE AÉREO;28473;28473;
PAULÃO;PT;AL;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;24544;24544;
PAULÃO;PT;AL;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;22500;22500;
PAULÃO;PT;AL;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;19858;19858;
PAULÃO;PT;AL;COMBUSTÍVEIS E LUBRIFICANTES.;16162;16162;
PAULÃO;PT;AL;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;5500;5500;
PAULÃO;PT;AL;TELEFONIA;4232;4232;
PAULÃO;PT;AL;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;674;674;
PAULÃO;PT;AL;SERVIÇOS POSTAIS;313;313;
PAULÃO;PT;AL;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;18;18;
PAULÃO;PT;AL;Total;122274;0;
JULIAN LEMOS;PSL;PB;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;35000;35000;
JULIAN LEMOS;PSL;PB;EMISSÃO BILHETE AÉREO;28998;28998;
JULIAN LEMOS;PSL;PB;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;24000;24000;
JULIAN LEMOS;PSL;PB;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;17000;17000;
JULIAN LEMOS;PSL;PB;COMBUSTÍVEIS E LUBRIFICANTES.;12321;12321;
JULIAN LEMOS;PSL;PB;SERVIÇOS POSTAIS;2188;2188;
JULIAN LEMOS;PSL;PB;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;2141;2141;
JULIAN LEMOS;PSL;PB;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;509;509;
JULIAN LEMOS;PSL;PB;TELEFONIA;20;20;
JULIAN LEMOS;PSL;PB;Total;122176;0;
ODAIR CUNHA;PT;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;55753;55753;
ODAIR CUNHA;PT;MG;EMISSÃO BILHETE AÉREO;35357;35357;
ODAIR CUNHA;PT;MG;COMBUSTÍVEIS E LUBRIFICANTES.;18605;18605;
ODAIR CUNHA;PT;MG;TELEFONIA;5444;5444;
ODAIR CUNHA;PT;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2344;2344;
ODAIR CUNHA;PT;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;1263;1263;
ODAIR CUNHA;PT;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;1000;1000;
ODAIR CUNHA;PT;MG;SERVIÇOS POSTAIS;879;879;
ODAIR CUNHA;PT;MG;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;674;674;
ODAIR CUNHA;PT;MG;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;455;455;
ODAIR CUNHA;PT;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;337;337;
ODAIR CUNHA;PT;MG;Total;122110;0;
ROBÉRIO MONTEIRO;PDT;CE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;49379;49379;
ROBÉRIO MONTEIRO;PDT;CE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;21100;21100;
ROBÉRIO MONTEIRO;PDT;CE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;20500;20500;
ROBÉRIO MONTEIRO;PDT;CE;EMISSÃO BILHETE AÉREO;18349;18349;
ROBÉRIO MONTEIRO;PDT;CE;COMBUSTÍVEIS E LUBRIFICANTES.;7950;7950;
ROBÉRIO MONTEIRO;PDT;CE;SERVIÇOS POSTAIS;1549;1549;
ROBÉRIO MONTEIRO;PDT;CE;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1337;1337;
ROBÉRIO MONTEIRO;PDT;CE;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;958;958;
ROBÉRIO MONTEIRO;PDT;CE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;518;518;
ROBÉRIO MONTEIRO;PDT;CE;TELEFONIA;231;231;
ROBÉRIO MONTEIRO;PDT;CE;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;189;189;
ROBÉRIO MONTEIRO;PDT;CE;Total;122060;0;
ARTHUR LIRA;PP;AL;EMISSÃO BILHETE AÉREO;85205;85205;
ARTHUR LIRA;PP;AL;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;19167;19167;
ARTHUR LIRA;PP;AL;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;13000;13000;
ARTHUR LIRA;PP;AL;COMBUSTÍVEIS E LUBRIFICANTES.;4225;4225;
ARTHUR LIRA;PP;AL;TELEFONIA;120;120;
ARTHUR LIRA;PP;AL;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;69;69;
ARTHUR LIRA;PP;AL;SERVIÇOS POSTAIS;59;59;
ARTHUR LIRA;PP;AL;Total;121844;0;
LUCIO MOSQUINI;MDB;RO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;51650;51650;
LUCIO MOSQUINI;MDB;RO;EMISSÃO BILHETE AÉREO;31984;31984;
LUCIO MOSQUINI;MDB;RO;COMBUSTÍVEIS E LUBRIFICANTES.;22322;22322;
LUCIO MOSQUINI;MDB;RO;TELEFONIA;6030;6030;
LUCIO MOSQUINI;MDB;RO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;2461;2461;
LUCIO MOSQUINI;MDB;RO;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;2164;2164;
LUCIO MOSQUINI;MDB;RO;SERVIÇOS POSTAIS;2135;2135;
LUCIO MOSQUINI;MDB;RO;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1563;1563;
LUCIO MOSQUINI;MDB;RO;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;700;700;
LUCIO MOSQUINI;MDB;RO;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;352;352;
LUCIO MOSQUINI;MDB;RO;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;237;237;
LUCIO MOSQUINI;MDB;RO;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;105;105;
LUCIO MOSQUINI;MDB;RO;Total;121704;0;
MARCELO ARO;PP;MG;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;57461;57461;
MARCELO ARO;PP;MG;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;36800;36800;
MARCELO ARO;PP;MG;EMISSÃO BILHETE AÉREO;13545;13545;
MARCELO ARO;PP;MG;COMBUSTÍVEIS E LUBRIFICANTES.;6935;6935;
MARCELO ARO;PP;MG;TELEFONIA;4847;4847;
MARCELO ARO;PP;MG;SERVIÇOS POSTAIS;1353;1353;
MARCELO ARO;PP;MG;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;273;273;
MARCELO ARO;PP;MG;ASSINATURA DE PUBLICAÇÕES;251;251;
MARCELO ARO;PP;MG;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;117;117;
MARCELO ARO;PP;MG;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;100;100;
MARCELO ARO;PP;MG;Total;121681;0;
RUY CARNEIRO;PSDB;PB;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;70290;70290;
RUY CARNEIRO;PSDB;PB;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;20000;20000;
RUY CARNEIRO;PSDB;PB;EMISSÃO BILHETE AÉREO;17503;17503;
RUY CARNEIRO;PSDB;PB;PASSAGENS AÉREAS;5924;5924;
RUY CARNEIRO;PSDB;PB;COMBUSTÍVEIS E LUBRIFICANTES.;3670;3670;
RUY CARNEIRO;PSDB;PB;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1523;1523;
RUY CARNEIRO;PSDB;PB;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1165;1165;
RUY CARNEIRO;PSDB;PB;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;993;993;
RUY CARNEIRO;PSDB;PB;TELEFONIA;357;357;
RUY CARNEIRO;PSDB;PB;SERVIÇOS POSTAIS;223;223;
RUY CARNEIRO;PSDB;PB;Total;121647;0;
IVAN VALENTE;PSOL;SP;EMISSÃO BILHETE AÉREO;55521;55521;
IVAN VALENTE;PSOL;SP;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;39975;39975;
IVAN VALENTE;PSOL;SP;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;14790;14790;
IVAN VALENTE;PSOL;SP;COMBUSTÍVEIS E LUBRIFICANTES.;4650;4650;
IVAN VALENTE;PSOL;SP;SERVIÇOS POSTAIS;2719;2719;
IVAN VALENTE;PSOL;SP;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;2247;2247;
IVAN VALENTE;PSOL;SP;TELEFONIA;906;906;
IVAN VALENTE;PSOL;SP;ASSINATURA DE PUBLICAÇÕES;342;342;
IVAN VALENTE;PSOL;SP;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;79;79;
IVAN VALENTE;PSOL;SP;Total;121229;0;
NATÁLIA BONAVIDES;PT;RN;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;43433;43433;
NATÁLIA BONAVIDES;PT;RN;PASSAGENS AÉREAS;27245;27245;
NATÁLIA BONAVIDES;PT;RN;EMISSÃO BILHETE AÉREO;19338;19338;
NATÁLIA BONAVIDES;PT;RN;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;19025;19025;
NATÁLIA BONAVIDES;PT;RN;COMBUSTÍVEIS E LUBRIFICANTES.;5254;5254;
NATÁLIA BONAVIDES;PT;RN;TELEFONIA;2185;2185;
NATÁLIA BONAVIDES;PT;RN;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;1597;1597;
NATÁLIA BONAVIDES;PT;RN;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1481;1481;
NATÁLIA BONAVIDES;PT;RN;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;1302;1302;
NATÁLIA BONAVIDES;PT;RN;SERVIÇOS POSTAIS;112;112;
NATÁLIA BONAVIDES;PT;RN;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;50;50;
NATÁLIA BONAVIDES;PT;RN;ASSINATURA DE PUBLICAÇÕES;35;35;
NATÁLIA BONAVIDES;PT;RN;Total;121057;0;
FÁBIO HENRIQUE;PDT;SE;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;40000;40000;
FÁBIO HENRIQUE;PDT;SE;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;24000;24000;
FÁBIO HENRIQUE;PDT;SE;EMISSÃO BILHETE AÉREO;23158;23158;
FÁBIO HENRIQUE;PDT;SE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;14516;14516;
FÁBIO HENRIQUE;PDT;SE;COMBUSTÍVEIS E LUBRIFICANTES.;8914;8914;
FÁBIO HENRIQUE;PDT;SE;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;7000;7000;
FÁBIO HENRIQUE;PDT;SE;PASSAGENS AÉREAS;1415;1415;
FÁBIO HENRIQUE;PDT;SE;TELEFONIA;921;921;
FÁBIO HENRIQUE;PDT;SE;SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.;834;834;
FÁBIO HENRIQUE;PDT;SE;SERVIÇOS POSTAIS;172;172;
FÁBIO HENRIQUE;PDT;SE;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;51;51;
FÁBIO HENRIQUE;PDT;SE;Total;120981;0;
MARCELO FREIXO;PSOL;RJ;EMISSÃO BILHETE AÉREO;48525;48525;
MARCELO FREIXO;PSOL;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;30619;30619;
MARCELO FREIXO;PSOL;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;15350;15350;
MARCELO FREIXO;PSOL;RJ;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;15000;15000;
MARCELO FREIXO;PSOL;RJ;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;4107;4107;
MARCELO FREIXO;PSOL;RJ;PASSAGENS AÉREAS;3815;3815;
MARCELO FREIXO;PSOL;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;2529;2529;
MARCELO FREIXO;PSOL;RJ;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;810;810;
MARCELO FREIXO;PSOL;RJ;TELEFONIA;217;217;
MARCELO FREIXO;PSOL;RJ;Total;120972;0;
EDILÁZIO JÚNIOR;PSD;MA;EMISSÃO BILHETE AÉREO;35438;35438;
EDILÁZIO JÚNIOR;PSD;MA;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;34262;34262;
EDILÁZIO JÚNIOR;PSD;MA;COMBUSTÍVEIS E LUBRIFICANTES.;23040;23040;
EDILÁZIO JÚNIOR;PSD;MA;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;18000;18000;
EDILÁZIO JÚNIOR;PSD;MA;PASSAGENS AÉREAS;2033;2033;
EDILÁZIO JÚNIOR;PSD;MA;TELEFONIA;1649;1649;
EDILÁZIO JÚNIOR;PSD;MA;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;1417;1417;
EDILÁZIO JÚNIOR;PSD;MA;SERVIÇOS POSTAIS;1292;1292;
EDILÁZIO JÚNIOR;PSD;MA;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;987;987;
EDILÁZIO JÚNIOR;PSD;MA;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;840;840;
EDILÁZIO JÚNIOR;PSD;MA;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;582;582;
EDILÁZIO JÚNIOR;PSD;MA;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;347;347;
EDILÁZIO JÚNIOR;PSD;MA;Total;119889;0;
MÁRCIO LABRE;PSL;RJ;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;58065;58065;
MÁRCIO LABRE;PSL;RJ;EMISSÃO BILHETE AÉREO;51216;51216;
MÁRCIO LABRE;PSL;RJ;COMBUSTÍVEIS E LUBRIFICANTES.;5206;5206;
MÁRCIO LABRE;PSL;RJ;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;3500;3500;
MÁRCIO LABRE;PSL;RJ;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;804;804;
MÁRCIO LABRE;PSL;RJ;PASSAGENS AÉREAS;680;680;
MÁRCIO LABRE;PSL;RJ;SERVIÇOS POSTAIS;41;41;
MÁRCIO LABRE;PSL;RJ;TELEFONIA;34;34;
MÁRCIO LABRE;PSL;RJ;Total;119547;0;
AFONSO HAMM;PP;RS;EMISSÃO BILHETE AÉREO;45364;45364;
AFONSO HAMM;PP;RS;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;21112;21112;
AFONSO HAMM;PP;RS;LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES;20500;20500;
AFONSO HAMM;PP;RS;COMBUSTÍVEIS E LUBRIFICANTES.;12961;12961;
AFONSO HAMM;PP;RS;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;8240;8240;
AFONSO HAMM;PP;RS;TELEFONIA;3384;3384;
AFONSO HAMM;PP;RS;HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.;3302;3302;
AFONSO HAMM;PP;RS;FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR;1982;1982;
AFONSO HAMM;PP;RS;SERVIÇOS POSTAIS;1593;1593;
AFONSO HAMM;PP;RS;SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO;729;729;
AFONSO HAMM;PP;RS;PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS;310;310;
AFONSO HAMM;PP;RS;Total;119476;0;
TIAGO DIMAS;SOLIDARIEDADE;TO;DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.;33750;33750;
TIAGO DIMAS;SOLIDARIEDADE;TO;EMISSÃO BILHETE AÉREO;27293;27293;
TIAGO DIMAS;SOLIDARIEDADE;TO;CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.;16000;16000;
